dataset,estimator,cost_type,n_samples,method,validity,cost,plausibility,sparsity,time,time per samples
German,RandomForest,std,20,FOCUS (0.001),1.0,7.1257507988702855,0.5913305449831674,6.1000000000000005,242.61570501327515,12.130785250663758
German,RandomForest,std,20,FOCUS (0.01),1.0,3.9752789486054096,0.5568236232506293,4.35,241.70506501197815,12.085253250598907
German,RandomForest,std,20,FOCUS (0.1),0.35,0.5320852570626552,0.48971767962407436,1.7142857142857142,241.74447178840637,12.087223589420319
German,RandomForest,std,20,FT++,1.0,0.6998356972307682,0.5433127406152167,1.1,1.6101047992706299,0.0805052399635315
German,RandomForest,std,20,FT,1.0,0.6071266569523646,0.5146530181706684,1.0,0.291820764541626,0.014591038227081299
German,RandomForest,std,20,OAE,1.0,0.4912760870293921,0.5132312632053694,1.15,1159.2403972148895,57.962019860744476
German,RandomForest,std,20,FOCUS (0.001),1.0,6.0346594665796145,0.53885514860983,6.85,246.4122953414917,12.320614767074584
German,RandomForest,std,20,FOCUS (0.01),1.0,3.5498901416038278,0.4914475013216201,4.25,246.68532514572144,12.334266257286071
German,RandomForest,std,20,FOCUS (0.1),0.35,0.5358681861710336,0.48777295636534507,1.5714285714285714,246.25757598876953,12.312878799438476
German,RandomForest,std,20,FT++,1.0,0.6071266569523646,0.5147441976833246,1.0,1.643603801727295,0.08218019008636475
German,RandomForest,std,20,FT,1.0,0.5647086495393674,0.5214633779929527,1.0,0.2655339241027832,0.01327669620513916
German,RandomForest,std,20,OAE,1.0,0.5295407114488535,0.5294341781827245,1.75,1138.6008739471436,56.93004369735718
German,RandomForest,std,20,FOCUS (0.001),1.0,6.20619557241007,0.5608711027773374,6.3999999999999995,250.7660357952118,12.53830178976059
German,RandomForest,std,20,FOCUS (0.01),1.0,2.941176003657165,0.5251881542234794,3.9499999999999997,250.68217587471008,12.534108793735504
German,RandomForest,std,20,FOCUS (0.1),0.5,0.5436217987036798,0.49934350464261373,1.7000000000000002,250.88945293426514,12.544472646713256
German,RandomForest,std,20,FT++,1.0,0.5352334344867179,0.5249471741495454,1.1500000000000001,1.6788318157196045,0.08394159078598022
German,RandomForest,std,20,FT,1.0,0.8640648600460054,0.5539501888152463,1.2,0.3169219493865967,0.015846097469329835
German,RandomForest,std,20,OAE,1.0,0.7437810446472596,0.5564884359330737,1.45,1131.4135401248932,56.57067700624466
German,RandomForest,std,20,FOCUS (0.001),1.0,6.984245636283594,0.5919490991071052,6.1499999999999995,248.79430294036865,12.439715147018433
German,RandomForest,std,20,FOCUS (0.01),1.0,3.3667027117364343,0.5498791543359653,4.1,249.32332181930542,12.46616609096527
German,RandomForest,std,20,FOCUS (0.1),0.35,0.5507740558283071,0.5156206217113343,1.2857142857142856,249.28990197181702,12.46449509859085
German,RandomForest,std,20,FT++,1.0,0.8524979074113457,0.5575251169810196,1.25,1.6742751598358154,0.08371375799179077
German,RandomForest,std,20,FT,1.0,0.5793287724634321,0.5465923356574571,1.0,0.2828559875488281,0.014142799377441406
German,RandomForest,std,20,OAE,1.0,0.36960197834079056,0.5453991111972327,1.45,998.4465589523315,49.92232794761658
German,RandomForest,std,20,FOCUS (0.001),1.0,6.107639489360736,0.5752683829174995,6.05,234.6007170677185,11.730035853385925
German,RandomForest,std,20,FOCUS (0.01),1.0,3.4242183818510967,0.5484367445931952,4.15,234.3047432899475,11.715237164497376
German,RandomForest,std,20,FOCUS (0.1),0.4,0.7255856700285221,0.5405380071828598,1.5,234.12403988838196,11.706201994419098
German,RandomForest,std,20,FT++,1.0,0.5376551848345965,0.5413986569628291,1.15,1.636559247970581,0.08182796239852905
COMPAS,RandomForest,std,20,FT,1.0,1.2917606360237355,0.41510217718851344,1.3,0.48250699043273926,0.024125349521636964
COMPAS,RandomForest,std,20,OAE,1.0,1.223331946461935,0.4172082924509984,1.5,383.5364851951599,19.176824259757996
COMPAS,RandomForest,std,20,FOCUS (0.001),1.0,4.234487739205361,0.4259331765243525,4.0,308.22164368629456,15.411082184314727
COMPAS,RandomForest,std,20,FOCUS (0.01),1.0,3.668431869149208,0.41228532900850523,3.2,307.2735810279846,15.363679051399231
COMPAS,RandomForest,std,20,FOCUS (0.1),0.6,1.1866036914288998,0.41697252181067773,1.9166666666666665,307.79358196258545,15.389679098129273
COMPAS,RandomForest,std,20,FT++,1.0,1.2875349922410104,0.4204421180846644,1.3,3.137169122695923,0.15685845613479615
COMPAS,RandomForest,std,20,FT,1.0,1.0634612713129443,0.43842585781528454,1.3000000000000003,0.45872998237609863,0.02293649911880493
COMPAS,RandomForest,std,20,OAE,1.0,0.9500887601296331,0.4345227555991447,1.75,298.8441171646118,14.94220585823059
COMPAS,RandomForest,std,20,FOCUS (0.001),0.9,3.472114853974846,0.4229348086293394,3.3888888888888884,314.55341815948486,15.727670907974243
COMPAS,RandomForest,std,20,FOCUS (0.01),0.9,3.379320674472385,0.4232008989640639,3.2777777777777777,314.43285393714905,15.721642696857453
COMPAS,RandomForest,std,20,FOCUS (0.1),0.65,1.061516339962299,0.4187695673235971,1.4615384615384617,313.5646550655365,15.678232753276825
COMPAS,RandomForest,std,20,FT++,1.0,1.0431623646338843,0.4319601584994154,1.35,3.245457887649536,0.1622728943824768
COMPAS,RandomForest,std,20,FT,1.0,1.3669036765478642,0.4444020572757338,1.25,0.4872140884399414,0.02436070442199707
COMPAS,RandomForest,std,20,OAE,1.0,1.2978874273054537,0.44522710828836304,1.35,307.47159600257874,15.373579800128937
COMPAS,RandomForest,std,20,FOCUS (0.001),0.85,3.8533636270200504,0.4398730645171743,4.235294117647059,314.5377049446106,15.72688524723053
COMPAS,RandomForest,std,20,FOCUS (0.01),0.85,3.6905597071437275,0.43739258031219075,4.176470588235294,314.90921783447266,15.745460891723633
COMPAS,RandomForest,std,20,FOCUS (0.1),0.6,1.2446012118210394,0.41046216091981685,1.6666666666666665,314.4933090209961,15.724665451049805
COMPAS,RandomForest,std,20,FT++,1.0,1.3375176448577826,0.4417957242491225,1.25,3.248622179031372,0.1624311089515686
COMPAS,RandomForest,std,20,FT,1.0,0.9483521670762928,0.4549825002406222,1.3,0.4919431209564209,0.024597156047821044
COMPAS,RandomForest,std,20,OAE,1.0,0.8573900409330886,0.45154831984853344,1.5499999999999998,273.680223941803,13.684011197090149
COMPAS,RandomForest,std,20,FOCUS (0.001),1.0,5.293503819406032,0.45586041864803245,4.2,306.4507179260254,15.32253589630127
COMPAS,RandomForest,std,20,FOCUS (0.01),1.0,3.411537712812424,0.4531826703762742,3.55,306.7104971408844,15.33552485704422
COMPAS,RandomForest,std,20,FOCUS (0.1),0.65,1.224200033224546,0.4258523346891049,1.8461538461538463,305.90617084503174,15.295308542251586
COMPAS,RandomForest,std,20,FT++,1.0,0.9449535170588993,0.4553381546247535,1.3,3.3796679973602295,0.16898339986801147
COMPAS,RandomForest,std,20,FT,1.0,1.4440258155738026,0.4441194174466344,1.25,0.4580261707305908,0.02290130853652954
COMPAS,RandomForest,std,20,OAE,1.0,1.3514061865506946,0.44786168252304953,1.45,348.76080083847046,17.43804004192352
COMPAS,RandomForest,std,20,FOCUS (0.001),0.95,4.6044669186598375,0.4327270789903287,4.0,318.341197013855,15.917059850692748
COMPAS,RandomForest,std,20,FOCUS (0.01),0.9,4.081689316365454,0.44237331666987145,3.8333333333333335,318.30691409111023,15.915345704555511
COMPAS,RandomForest,std,20,FOCUS (0.1),0.6,0.9970980683962504,0.41889491960015457,1.8333333333333335,318.2556269168854,15.91278134584427
COMPAS,RandomForest,std,20,FT++,1.0,1.4279758971951222,0.4458363312605593,1.3,3.4168808460235596,0.17084404230117797
Bail,RandomForest,std,20,FT,1.0,1.2956814394694312,0.4904249194070303,1.45,0.32794809341430664,0.01639740467071533
Bail,RandomForest,std,20,OAE,1.0,1.3247524240606907,0.49095142502750305,2.3,1719.4629938602448,85.97314969301223
Bail,RandomForest,std,20,FOCUS (0.001),1.0,8.52713084500283,0.6014165221983865,9.25,343.76118993759155,17.18805949687958
Bail,RandomForest,std,20,FOCUS (0.01),1.0,5.825316629931331,0.5653019589836776,6.1,343.34982323646545,17.16749116182327
Bail,RandomForest,std,20,FOCUS (0.1),0.65,1.6319272804718752,0.48883385770318405,2.3076923076923075,343.72481203079224,17.186240601539613
Bail,RandomForest,std,20,FT++,1.0,1.2840363556685384,0.4874656258138631,1.6,2.27233624458313,0.1136168122291565
Bail,RandomForest,std,20,FT,1.0,1.0934685690579997,0.4921707819404907,1.5,0.307340145111084,0.0153670072555542
Bail,RandomForest,std,20,OAE,1.0,1.045703275391725,0.4956240878020684,2.0500000000000003,2045.9100279808044,102.29550139904022
Bail,RandomForest,std,20,FOCUS (0.001),1.0,8.014115606248378,0.5939928318259052,8.75,349.3420660495758,17.46710330247879
Bail,RandomForest,std,20,FOCUS (0.01),1.0,5.713626045361162,0.5926133508481237,6.449999999999999,349.58075308799744,17.47903765439987
Bail,RandomForest,std,20,FOCUS (0.1),0.75,1.8208699117104212,0.5030934616621153,3.1333333333333337,350.061429977417,17.50307149887085
Bail,RandomForest,std,20,FT++,1.0,1.0554809237950973,0.49804475479869126,1.5,2.250960111618042,0.1125480055809021
Bail,RandomForest,std,20,FT,1.0,1.3320643511940546,0.5144224459375254,1.55,0.34485292434692383,0.01724264621734619
Bail,RandomForest,std,20,OAE,1.0,1.3403752627435088,0.5149521865654538,2.2,1720.641065120697,86.03205325603486
Bail,RandomForest,std,20,FOCUS (0.001),1.0,8.41145717203617,0.614933887201727,9.0,349.78251791000366,17.489125895500184
Bail,RandomForest,std,20,FOCUS (0.01),1.0,6.044930721819401,0.5838218264502404,6.65,350.8124017715454,17.54062008857727
Bail,RandomForest,std,20,FOCUS (0.1),0.65,1.370060539016357,0.5169389257772935,2.4615384615384617,350.5347909927368,17.52673954963684
Bail,RandomForest,std,20,FT++,1.0,1.321779939010922,0.508058005511632,1.55,2.5979909896850586,0.12989954948425292
Bail,RandomForest,std,20,FT,1.0,1.3602119550740512,0.5015056047883172,1.6,0.3362770080566406,0.01681385040283203
Bail,RandomForest,std,20,OAE,1.0,1.6093021139441184,0.5115015355757635,2.7,2171.4945197105408,108.57472598552704
Bail,RandomForest,std,20,FOCUS (0.001),1.0,8.708892811089754,0.6199119435511737,10.0,336.01840591430664,16.800920295715333
Bail,RandomForest,std,20,FOCUS (0.01),1.0,6.006017254292965,0.5762053753028946,6.75,341.3668441772461,17.068342208862305
Bail,RandomForest,std,20,FOCUS (0.1),0.75,1.7326140289505323,0.5083694725611855,3.0,355.8978588581085,17.794892942905427
Bail,RandomForest,std,20,FT++,1.0,1.3583486341584854,0.5067889614813665,1.65,2.3139169216156006,0.11569584608078003
Bail,RandomForest,std,20,FT,1.0,1.5344247668122215,0.49371481277774165,1.65,0.332963228225708,0.0166481614112854
Bail,RandomForest,std,20,OAE,1.0,1.4508086525563357,0.4914091816182989,2.5,1758.6120290756226,87.93060145378112
Bail,RandomForest,std,20,FOCUS (0.001),1.0,9.274035188555718,0.6085024423767376,9.7,337.49765396118164,16.874882698059082
Bail,RandomForest,std,20,FOCUS (0.01),1.0,5.676962729170919,0.5584834647227174,5.8,379.65482997894287,18.982741498947142
Bail,RandomForest,std,20,FOCUS (0.1),0.75,1.4858883296449978,0.48064216057710596,2.333333333333333,379.2935791015625,18.964678955078124
Bail,RandomForest,std,20,FT++,1.0,1.5085166741785891,0.4977650996033683,1.8,2.588310956954956,0.1294155478477478
