dataset,estimator,shift_type,cost_type,n_samples,method,parameter,prune_level,merge_level,validity (before),validity (after),cost,plausibility,sparsity,time,time per samples
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,0.5,1,0.92,0.92,3.8216698812478787,0.4551651515971798,2.8369565217391304,0.8873732089996338,0.008873732089996337
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,0.5,2,1.0,0.93,2.898801452887924,0.4424367583406895,2.6500000000000004,10.184743881225586,0.10184743881225586
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,0.5,2,1.0,0.95,3.117958388888913,0.4422255410997493,2.8099999999999996,10.184743881225586,0.10184743881225586
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,0.5,2,1.0,0.98,3.287020831907033,0.441631480724979,2.94,10.184743881225586,0.10184743881225586
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,0.5,2,1.0,0.99,3.438549367134683,0.44153422680556026,3.01,10.184743881225586,0.10184743881225586
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,0.5,2,1.0,0.99,3.594980298626016,0.4415986166094201,3.14,10.184743881225586,0.10184743881225586
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,1,1.0,0.47,2.528321515880501,0.4520631206793344,2.21,1.2598578929901123,0.012598578929901122
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,2,1.0,0.45,2.3581564247059967,0.4522227743579216,2.329999999999999,16.811436891555786,0.16811436891555787
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,1,1.0,0.49,2.5914201489236177,0.45209127065824584,2.2399999999999998,0.679088830947876,0.00679088830947876
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,2,1.0,0.46,2.417593320336682,0.45967487270587404,2.23,9.223311185836792,0.09223311185836792
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,1,0.99,0.75,2.802506674009027,0.45774137627987677,2.2323232323232323,1.2875428199768066,0.012875428199768066
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,1,0.97,0.85,3.0885550438365774,0.45579182411694746,2.5051546391752577,1.2875428199768066,0.012875428199768066
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,1,0.96,0.93,3.489931116629491,0.45446891147176954,2.7187500000000004,1.2875428199768066,0.012875428199768066
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,1,0.91,0.9,3.820176946819552,0.45431636755861604,2.945054945054945,1.2875428199768066,0.012875428199768066
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,1,0.81,0.81,3.6467638759031957,0.454244797858164,3.0246913580246915,1.2875428199768066,0.012875428199768066
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,2,1.0,0.69,2.71696088633952,0.4574766838688023,2.4299999999999997,17.01130509376526,0.17011305093765258
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,2,1.0,0.83,3.062075973909154,0.45606822537622344,2.77,17.01130509376526,0.17011305093765258
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,2,1.0,0.95,3.4123313483362927,0.45517632911597394,3.0299999999999994,17.01130509376526,0.17011305093765258
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,2,1.0,0.98,3.765876809913144,0.4530426806650645,3.2000000000000006,17.01130509376526,0.17011305093765258
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,2,1.0,1.0,4.179998868050165,0.45234354444030067,3.54,17.01130509376526,0.17011305093765258
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,1,0.99,0.81,2.884116081643749,0.4505326239989409,2.313131313131313,0.6554741859436035,0.006554741859436036
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,1,0.96,0.86,3.091062670995394,0.4491611176858659,2.5416666666666665,0.6554741859436035,0.006554741859436036
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,1,0.95,0.92,3.5040930676317803,0.44799569817243784,2.7684210526315787,0.6554741859436035,0.006554741859436036
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,1,0.89,0.87,3.7584675379487225,0.4483616816104087,2.932584269662921,0.6554741859436035,0.006554741859436036
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,1,0.8,0.8,3.7106621700046802,0.44842365777401366,2.9875000000000003,0.6554741859436035,0.006554741859436036
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,2,1.0,0.76,2.784950875191343,0.4487924243241716,2.4099999999999997,9.210939884185791,0.09210939884185791
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,2,1.0,0.85,3.134346586173034,0.4467385263380844,2.7699999999999996,9.210939884185791,0.09210939884185791
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,2,1.0,0.94,3.5144411599567515,0.44547895142655636,2.9699999999999998,9.210939884185791,0.09210939884185791
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,2,1.0,0.99,3.843050045401534,0.4449971017183174,3.2500000000000004,9.210939884185791,0.09210939884185791
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,2,1.0,1.0,4.297100636194536,0.4442897491751782,3.52,9.210939884185791,0.09210939884185791
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,1,0.96,0.84,2.952451836766366,0.4561378136582759,2.3958333333333335,1.5208849906921387,0.015208849906921387
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,1,0.96,0.9,3.18016942393969,0.45640701096643815,2.614583333333333,1.5208849906921387,0.015208849906921387
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,1,0.96,0.93,3.493283349908347,0.4556879439334794,2.6979166666666665,1.5208849906921387,0.015208849906921387
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,1,0.92,0.91,3.616270613913797,0.4542908188260814,2.7826086956521743,1.5208849906921387,0.015208849906921387
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,1,0.91,0.9,3.7057886868560366,0.4549157320925615,2.857142857142857,1.5208849906921387,0.015208849906921387
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,2,1.0,0.85,2.9942951965280504,0.4488658537862787,2.7,19.074377059936523,0.19074377059936523
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,2,1.0,0.94,3.2396390585744372,0.4482785928793269,2.83,19.074377059936523,0.19074377059936523
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,2,1.0,0.96,3.4565800336912873,0.4485413091795927,3.02,19.074377059936523,0.19074377059936523
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,2,1.0,0.98,3.6179639249733397,0.44796696385212337,3.1099999999999994,19.074377059936523,0.19074377059936523
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,2,1.0,0.99,3.768223329672278,0.4479649780582477,3.21,19.074377059936523,0.19074377059936523
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,0.5,1,0.96,0.84,3.0233283182588937,0.4580285560037057,2.4375,0.8078749179840088,0.008078749179840089
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,0.5,1,0.96,0.91,3.2697532292975033,0.45762514652494196,2.6874999999999996,0.8078749179840088,0.008078749179840089
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,0.5,1,0.95,0.92,3.5242481359799434,0.45613734468527706,2.7263157894736842,0.8078749179840088,0.008078749179840089
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,0.5,1,0.91,0.9,3.612996957841096,0.45445934417717826,2.7912087912087915,0.8078749179840088,0.008078749179840089
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,0.5,1,0.88,0.87,3.583401675306359,0.4556936935340904,2.8068181818181817,0.8078749179840088,0.008078749179840089
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,0.5,2,1.0,0.86,3.0610918749060083,0.4502661498807573,2.67,10.407546758651733,0.10407546758651734
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,0.5,2,1.0,0.93,3.3100040976403893,0.44947014251819234,2.8500000000000005,10.407546758651733,0.10407546758651734
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,0.5,2,1.0,0.95,3.542045625700628,0.44936619364103464,2.97,10.407546758651733,0.10407546758651734
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,0.5,2,1.0,0.98,3.6853661879773294,0.448834781280614,3.0900000000000003,10.407546758651733,0.10407546758651734
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,0.5,2,1.0,0.99,3.853355218227623,0.44832328990427867,3.22,10.407546758651733,0.10407546758651734
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,1,0.99,0.25,2.3414726558646195,0.4439776785998695,2.121212121212121,1.2565808296203613,0.012565808296203613
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,2,1.0,0.22,2.259793731446925,0.45646930138887626,2.18,17.719277143478394,0.17719277143478393
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,1,0.98,0.29,2.3447384420944033,0.44785782572094224,2.142857142857143,0.6241259574890137,0.006241259574890137
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,2,1.0,0.26,2.305854639781562,0.4557428832605521,2.1599999999999997,9.27142596244812,0.0927142596244812
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,1,0.99,0.5,2.778312524012435,0.44831425560393356,2.3636363636363638,1.2693891525268555,0.012693891525268555
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,1,0.94,0.78,2.804263843310565,0.44419331198705003,2.5106382978723407,1.2693891525268555,0.012693891525268555
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,1,0.94,0.9,3.2579507220321173,0.4423650330663829,2.8936170212765955,1.2693891525268555,0.012693891525268555
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,1,0.88,0.87,3.3502487013966498,0.441742531789682,2.9772727272727275,1.2693891525268555,0.012693891525268555
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,1,0.83,0.83,3.629294752956423,0.44061534368592675,3.1204819277108435,1.2693891525268555,0.012693891525268555
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,2,1.0,0.4,2.647353102274071,0.4540762244470215,2.47,18.376633882522583,0.18376633882522583
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,2,1.0,0.73,3.0275147560710227,0.45187361338636395,2.77,18.376633882522583,0.18376633882522583
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,2,1.0,0.94,3.4757253394035343,0.4503070502381845,3.1199999999999997,18.376633882522583,0.18376633882522583
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,2,1.0,0.99,3.8505890011026396,0.449200919371134,3.35,18.376633882522583,0.18376633882522583
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,2,1.0,1.0,4.248883806757175,0.44747714184341464,3.65,18.376633882522583,0.18376633882522583
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,1,0.97,0.53,2.7167363450425044,0.4454796335346156,2.34020618556701,0.687525749206543,0.006875257492065429
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,1,0.94,0.83,2.9354079860083826,0.44122787322870877,2.5957446808510642,0.687525749206543,0.006875257492065429
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,1,0.92,0.9,3.306566273351283,0.44057612346083413,2.869565217391304,0.687525749206543,0.006875257492065429
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,1,0.83,0.83,3.4272904154711465,0.4368866075036916,2.987951807228915,0.687525749206543,0.006875257492065429
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,1,0.74,0.74,3.7308458505985613,0.433519103311775,3.094594594594595,0.687525749206543,0.006875257492065429
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,2,1.0,0.48,2.714861084684405,0.45070971604880516,2.5,9.3958740234375,0.093958740234375
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,2,1.0,0.8,3.095855700753321,0.4474698563804601,2.76,9.3958740234375,0.093958740234375
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,2,1.0,0.97,3.5053493942641416,0.4464179851528278,3.1099999999999994,9.3958740234375,0.093958740234375
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,2,1.0,0.99,3.974582552131821,0.44515409357660934,3.34,9.3958740234375,0.093958740234375
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,2,0.99,0.99,4.29446943008385,0.44279929840283727,3.6060606060606064,9.3958740234375,0.093958740234375
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,1,0.94,0.72,2.712547589426052,0.44857751026118875,2.457446808510638,1.5106430053710938,0.015106430053710937
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,1,0.94,0.87,3.057736076962875,0.4473151496776853,2.7446808510638303,1.5106430053710938,0.015106430053710937
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,1,0.94,0.89,3.2836525126458778,0.4467757592735311,2.8297872340425534,1.5106430053710938,0.015106430053710937
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,1,0.9,0.88,3.2421596437481495,0.4454843983168384,2.888888888888889,1.5106430053710938,0.015106430053710937
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,1,0.89,0.89,3.3988703270300693,0.44532866032016194,2.921348314606742,1.5106430053710938,0.015106430053710937
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,2,1.0,0.68,2.968574682246541,0.4445016993316673,2.68,21.006385803222656,0.21006385803222657
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,2,1.0,0.86,3.29283340787041,0.44223876890404407,2.9899999999999998,21.006385803222656,0.21006385803222657
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,2,1.0,0.89,3.5009275326600284,0.441811351168422,3.06,21.006385803222656,0.21006385803222657
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,2,1.0,0.95,3.6681988068706928,0.44132009305027886,3.1599999999999997,21.006385803222656,0.21006385803222657
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,2,1.0,1.0,3.8222578081190606,0.4405997158448048,3.2899999999999996,21.006385803222656,0.21006385803222657
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,0.5,1,0.94,0.76,2.8649381919461536,0.4458676894758446,2.52127659574468,0.8338379859924316,0.008338379859924316
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,0.5,1,0.93,0.88,3.0916539189637597,0.4447789374971382,2.7419354838709675,0.8338379859924316,0.008338379859924316
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,0.5,1,0.9,0.86,3.2656723069268523,0.44409635470637043,2.7777777777777777,0.8338379859924316,0.008338379859924316
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,0.5,1,0.85,0.85,3.223109501491502,0.44292911146711866,2.8,0.8338379859924316,0.008338379859924316
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,0.5,1,0.85,0.85,3.483139445134117,0.4431965206692907,2.952941176470588,0.8338379859924316,0.008338379859924316
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,0.5,2,1.0,0.74,3.0514424200315577,0.4461364677933961,2.7199999999999998,10.510463953018188,0.10510463953018188
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,0.5,2,1.0,0.88,3.3087071103075476,0.4454569979482021,2.9899999999999998,10.510463953018188,0.10510463953018188
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,0.5,2,1.0,0.92,3.557931321143933,0.4441732751938453,3.0999999999999996,10.510463953018188,0.10510463953018188
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,0.5,2,1.0,0.97,3.8036384727426666,0.4434131596559719,3.1599999999999993,10.510463953018188,0.10510463953018188
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,0.5,2,0.99,0.99,3.874213717396677,0.44175892445708487,3.272727272727272,10.510463953018188,0.10510463953018188
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,1,0.99,0.46,2.061123408562786,0.4496153178076248,2.111111111111111,1.2337217330932617,0.012337217330932617
FICO,RandomForest,delete,std,100,Baseline,0.0,1.0,2,1.0,0.37,2.0876959445605725,0.44682599413093543,2.2099999999999995,16.280261039733887,0.16280261039733887
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,1,0.98,0.46,2.1137703224743265,0.4474195102898594,2.1122448979591835,0.7268247604370117,0.007268247604370118
FICO,RandomForest,delete,std,100,Baseline,0.0,0.5,2,1.0,0.44,2.145698441976336,0.4493187949484432,2.25,9.026095151901245,0.09026095151901245
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,1,0.98,0.66,2.363328203359108,0.44303453633135803,2.2857142857142856,1.2655401229858398,0.012655401229858398
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,1,0.96,0.85,2.594953908004491,0.4408172059092248,2.34375,1.2655401229858398,0.012655401229858398
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,1,0.92,0.88,2.8535966009252802,0.44020467532821345,2.5217391304347827,1.2655401229858398,0.012655401229858398
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,1,0.9,0.9,3.2117147282179284,0.4396089619373057,2.7444444444444445,1.2655401229858398,0.012655401229858398
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,1,0.81,0.81,3.317263660796588,0.4377462336126001,2.8271604938271606,1.2655401229858398,0.012655401229858398
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,1.0,2,1.0,0.59,2.3946479594589336,0.444004843303366,2.39,16.66718101501465,0.16667181015014648
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,1.0,2,1.0,0.79,2.7210297066190154,0.44230292008531435,2.59,16.66718101501465,0.16667181015014648
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,1.0,2,1.0,0.94,3.117031631613565,0.4406127443101113,2.9100000000000006,16.66718101501465,0.16667181015014648
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,1.0,2,1.0,0.99,3.4573194950934685,0.4401877719833865,3.19,16.66718101501465,0.16667181015014648
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,1.0,2,0.99,0.99,3.768723960005182,0.4390644960867338,3.353535353535354,16.66718101501465,0.16667181015014648
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,1,0.97,0.64,2.4360720094184236,0.4419946393669064,2.34020618556701,0.7611219882965088,0.007611219882965088
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,1,0.94,0.85,2.68859249364309,0.44071948775680386,2.3510638297872344,0.7611219882965088,0.007611219882965088
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,1,0.89,0.86,2.9105167266028182,0.4393274104051921,2.5280898876404496,0.7611219882965088,0.007611219882965088
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,1,0.86,0.86,3.2498681187045375,0.43796777994221414,2.6511627906976747,0.7611219882965088,0.007611219882965088
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,1,0.75,0.75,3.293669139571794,0.4372592847893927,2.72,0.7611219882965088,0.007611219882965088
FICO,RandomForest,delete,std,100,DiRARTE-W,0.1,0.5,2,1.0,0.68,2.4441281103774783,0.4525974350933178,2.4399999999999995,8.9655020236969,0.08965502023696899
FICO,RandomForest,delete,std,100,DiRARTE-W,0.2,0.5,2,1.0,0.85,2.795458873785989,0.4511334523064952,2.57,8.9655020236969,0.08965502023696899
FICO,RandomForest,delete,std,100,DiRARTE-W,0.3,0.5,2,1.0,0.97,3.1955276341426124,0.45105565930131464,2.9099999999999997,8.9655020236969,0.08965502023696899
FICO,RandomForest,delete,std,100,DiRARTE-W,0.4,0.5,2,0.99,0.97,3.449239056845252,0.45002899501316035,3.131313131313131,8.9655020236969,0.08965502023696899
FICO,RandomForest,delete,std,100,DiRARTE-W,0.5,0.5,2,0.98,0.98,3.8652805866911915,0.4489339822937246,3.4489795918367347,8.9655020236969,0.08965502023696899
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,1,0.97,0.82,2.551230969470051,0.4520358840745535,2.3298969072164946,1.4255139827728271,0.014255139827728271
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,1,0.94,0.86,2.685451656463505,0.4504976216433921,2.4148936170212765,1.4255139827728271,0.014255139827728271
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,1,0.92,0.9,2.843756331548933,0.45109790445359604,2.5869565217391304,1.4255139827728271,0.014255139827728271
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,1,0.9,0.88,2.9382106728103654,0.450863431992736,2.622222222222222,1.4255139827728271,0.014255139827728271
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,1,0.89,0.89,3.082346590410158,0.4497382113383781,2.7191011235955056,1.4255139827728271,0.014255139827728271
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,1.0,2,1.0,0.77,2.6657754430192977,0.4464152977711791,2.53,18.386844873428345,0.18386844873428346
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,1.0,2,1.0,0.93,2.9312036661540954,0.4435415881089624,2.6999999999999997,18.386844873428345,0.18386844873428346
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,1.0,2,1.0,0.95,3.1048848008728056,0.44324927838905576,2.84,18.386844873428345,0.18386844873428346
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,1.0,2,1.0,0.94,3.2540247157852287,0.44319241305177526,2.97,18.386844873428345,0.18386844873428346
FICO,RandomForest,delete,std,100,DiRARTE-X,0.2,1.0,2,1.0,0.98,3.416763618224926,0.4427900940039819,3.11,18.386844873428345,0.18386844873428346
FICO,RandomForest,delete,std,100,DiRARTE-X,0.04,0.5,1,0.96,0.83,2.6344600823874162,0.44648269783550126,2.354166666666667,0.9461188316345215,0.009461188316345214
FICO,RandomForest,delete,std,100,DiRARTE-X,0.08,0.5,1,0.9,0.84,2.6700182333833906,0.44480287944830516,2.388888888888889,0.9461188316345215,0.009461188316345214
FICO,RandomForest,delete,std,100,DiRARTE-X,0.12,0.5,1,0.89,0.87,2.9154454223589608,0.4445356022921844,2.561797752808989,0.9461188316345215,0.009461188316345214
FICO,RandomForest,delete,std,100,DiRARTE-X,0.16,0.5,1,0.88,0.86,3.0688233362898014,0.44524501512278686,2.5909090909090913,0.9461188316345215,0.009461188316345214
