dataset,estimator,shift_type,cost_type,n_samples,method,parameter,validity (before),validity (after),cost,plausibility,sparsity,time,time per samples
FICO,RandomForest,delete,tlps,1098,DiRARTE-X,0.04,1.0,0.8916211293260473,2.8620381512727606,0.4406800774501793,2.6183970856102,120.24801301956177,0.10951549455333494
FICO,RandomForest,delete,tlps,1098,DiRARTE-X,0.08,1.0,0.9599271402550091,3.1436150547353274,0.44029919721201916,2.7868852459016393,120.24801301956177,0.10951549455333494
FICO,RandomForest,delete,tlps,1098,DiRARTE-X,0.12,1.0,0.982695810564663,3.390952597493373,0.4402569438143672,2.9262295081967213,120.24801301956177,0.10951549455333494
FICO,RandomForest,delete,tlps,1098,DiRARTE-X,0.16,1.0,0.9954462659380692,3.626038761687041,0.43986546275165245,3.061930783242259,120.24801301956177,0.10951549455333494
FICO,RandomForest,delete,tlps,1098,DiRARTE-X,0.2,1.0,1.0,3.875256871530549,0.43976721785334344,3.163023679417122,120.24801301956177,0.10951549455333494
Credit,RandomForest,delete,tlps,630,Baseline,0.0,1.0,0.8158730158730159,1.1984320342111456,0.49722940237118823,1.2587301587301587,45.9517719745636,0.0729393205945454
Credit,RandomForest,delete,tlps,630,RobX,0.5,1.0,0.9492063492063492,6.018986289877985,0.4882722436620343,5.8,247.1042981147766,0.39222904462662955
Credit,RandomForest,delete,tlps,630,RobX,0.525,1.0,0.9793650793650793,6.478925285257425,0.4836911116516428,5.817460317460317,247.1042981147766,0.39222904462662955
Credit,RandomForest,delete,tlps,630,RobX,0.55,1.0,0.9968253968253968,7.0643894670069205,0.47941486908596687,5.834920634920635,247.1042981147766,0.39222904462662955
Credit,RandomForest,delete,tlps,630,RobX,0.575,1.0,1.0,7.953928716680727,0.47666973714635547,6.095238095238095,247.1042981147766,0.39222904462662955
Credit,RandomForest,delete,tlps,630,RobX,0.6,1.0,1.0,8.74341466733744,0.47185256061853537,6.185714285714285,247.1042981147766,0.39222904462662955
Credit,RandomForest,delete,tlps,630,BetaRobust,0.7,1.0,0.9619047619047619,1.3153378139211689,0.5004278069912235,1.2095238095238097,264.9347131252289,0.4205312906749665
Credit,RandomForest,delete,tlps,630,BetaRobust,0.75,1.0,0.9793650793650793,1.3390657518274203,0.49956275019846774,1.2095238095238097,264.9347131252289,0.4205312906749665
Credit,RandomForest,delete,tlps,630,BetaRobust,0.8,1.0,0.9857142857142858,1.3554263299421827,0.4991419949596619,1.2126984126984128,264.9347131252289,0.4205312906749665
Credit,RandomForest,delete,tlps,630,BetaRobust,0.85,1.0,0.9888888888888889,1.3731854489326185,0.4986577948477219,1.2079365079365079,264.9347131252289,0.4205312906749665
Credit,RandomForest,delete,tlps,630,BetaRobust,0.9,1.0,0.9936507936507937,1.4205195469503331,0.49741789810629455,1.2365079365079366,264.9347131252289,0.4205312906749665
Credit,RandomForest,delete,tlps,630,DiRARTE-W,0.1,1.0,0.9444444444444444,1.3330814223376701,0.5005601031554259,1.2666666666666666,46.174394845962524,0.07329269023168655
Credit,RandomForest,delete,tlps,630,DiRARTE-W,0.2,1.0,0.9857142857142858,1.4543999303673605,0.4964906790686707,1.2190476190476192,46.174394845962524,0.07329269023168655
Credit,RandomForest,delete,tlps,630,DiRARTE-W,0.3,1.0,0.9984126984126984,1.6097478628735415,0.49669416755434576,1.2587301587301587,46.174394845962524,0.07329269023168655
Credit,RandomForest,delete,tlps,630,DiRARTE-W,0.4,1.0,1.0,1.7879351640610603,0.497071586254626,1.3285714285714287,46.174394845962524,0.07329269023168655
Credit,RandomForest,delete,tlps,630,DiRARTE-W,0.5,1.0,1.0,2.0709393204479296,0.4975177191574347,1.519047619047619,46.174394845962524,0.07329269023168655
Credit,RandomForest,delete,tlps,630,DiRARTE-X,0.04,1.0,0.9761904761904762,1.4084145749405048,0.4898894447747046,1.234920634920635,50.34388875961304,0.0799109345390683
Credit,RandomForest,delete,tlps,630,DiRARTE-X,0.08,1.0,0.9904761904761905,1.4913045851372073,0.4890834986453362,1.234920634920635,50.34388875961304,0.0799109345390683
Credit,RandomForest,delete,tlps,630,DiRARTE-X,0.12,1.0,0.9984126984126984,1.5607234124546339,0.48855576744160123,1.2714285714285714,50.34388875961304,0.0799109345390683
Credit,RandomForest,delete,tlps,630,DiRARTE-X,0.16,1.0,1.0,1.6522710713913966,0.4870878468883126,1.315873015873016,50.34388875961304,0.0799109345390683
Credit,RandomForest,delete,tlps,630,DiRARTE-X,0.2,1.0,1.0,1.7327629315201283,0.48605075061673303,1.3285714285714285,50.34388875961304,0.0799109345390683
Credit,RandomForest,delete,tlps,712,Baseline,0.0,1.0,0.8539325842696629,1.1991923261753432,0.5026510877551975,1.202247191011236,50.08890104293823,0.07034958011648629
Credit,RandomForest,delete,tlps,712,RobX,0.5,1.0,0.9424157303370787,6.299647968507147,0.5038263844270006,5.935393258426966,325.81271600723267,0.4576021292236414
Credit,RandomForest,delete,tlps,712,RobX,0.525,1.0,0.973314606741573,7.008917264347844,0.49749016377184835,5.978932584269663,325.81271600723267,0.4576021292236414
Credit,RandomForest,delete,tlps,712,RobX,0.55,1.0,0.976123595505618,7.525322866603955,0.49229322200352305,5.955056179775282,325.81271600723267,0.4576021292236414
Credit,RandomForest,delete,tlps,712,RobX,0.575,1.0,0.9971910112359551,8.240020321774008,0.48728998355908043,6.087078651685393,325.81271600723267,0.4576021292236414
Credit,RandomForest,delete,tlps,712,RobX,0.6,1.0,1.0,8.977304920254019,0.4799927087852507,6.365168539325842,325.81271600723267,0.4576021292236414
Credit,RandomForest,delete,tlps,712,BetaRobust,0.7,1.0,0.9817415730337079,1.2866928445788837,0.4935994449838496,1.1348314606741572,290.9634518623352,0.40865653351451575
Credit,RandomForest,delete,tlps,712,BetaRobust,0.75,1.0,0.9915730337078652,1.304921581609947,0.4923769535130635,1.1362359550561798,290.9634518623352,0.40865653351451575
Credit,RandomForest,delete,tlps,712,BetaRobust,0.8,1.0,0.9957865168539326,1.3202782747056925,0.49167656379590213,1.1292134831460674,290.9634518623352,0.40865653351451575
Credit,RandomForest,delete,tlps,712,BetaRobust,0.85,1.0,0.9985955056179775,1.3414853767850714,0.49117965132157443,1.1334269662921348,290.9634518623352,0.40865653351451575
Credit,RandomForest,delete,tlps,712,BetaRobust,0.9,1.0,0.9971910112359551,1.3812485357683582,0.4910060615757981,1.1362359550561798,290.9634518623352,0.40865653351451575
Credit,RandomForest,delete,tlps,712,DiRARTE-W,0.1,1.0,0.9789325842696629,1.3393699160574855,0.48692555998238746,1.151685393258427,51.12228512763977,0.07180096225792103
Credit,RandomForest,delete,tlps,712,DiRARTE-W,0.2,1.0,0.9915730337078652,1.452662258923482,0.48524932801660603,1.1587078651685392,51.12228512763977,0.07180096225792103
Credit,RandomForest,delete,tlps,712,DiRARTE-W,0.3,1.0,0.9957865168539326,1.5906444264167934,0.4862917065615633,1.271067415730337,51.12228512763977,0.07180096225792103
Credit,RandomForest,delete,tlps,712,DiRARTE-W,0.4,1.0,1.0,1.8299309648524147,0.4871844660350596,1.3918539325842698,51.12228512763977,0.07180096225792103
Credit,RandomForest,delete,tlps,712,DiRARTE-W,0.5,1.0,1.0,2.2109742834821478,0.48761730924946683,1.5337078651685394,51.12228512763977,0.07180096225792103
Credit,RandomForest,delete,tlps,712,DiRARTE-X,0.04,1.0,0.9873595505617978,1.3916556925378194,0.49408055637005716,1.1320224719101124,56.50468826293945,0.07936051722322957
Credit,RandomForest,delete,tlps,712,DiRARTE-X,0.08,1.0,1.0,1.485080818850334,0.4939080306922139,1.1839887640449438,56.50468826293945,0.07936051722322957
Credit,RandomForest,delete,tlps,712,DiRARTE-X,0.12,1.0,1.0,1.593872525955583,0.4931967022575891,1.2542134831460674,56.50468826293945,0.07936051722322957
Credit,RandomForest,delete,tlps,712,DiRARTE-X,0.16,1.0,1.0,1.6900815464033823,0.4921263489982632,1.2752808988764044,56.50468826293945,0.07936051722322957
Credit,RandomForest,delete,tlps,712,DiRARTE-X,0.2,1.0,1.0,1.792399908290408,0.4903011025776151,1.2879213483146068,56.50468826293945,0.07936051722322957
Credit,RandomForest,delete,tlps,659,Baseline,0.0,1.0,0.8133535660091047,1.1529166188744127,0.4957359469681563,1.2018209408194234,44.28910803794861,0.06720653723512687
Credit,RandomForest,delete,tlps,659,RobX,0.5,1.0,0.9468892261001517,6.958626899989029,0.49106004392429464,6.065250379362671,264.5378580093384,0.4014231532766895
Credit,RandomForest,delete,tlps,659,RobX,0.525,1.0,0.9893778452200304,7.541117745433834,0.4858356485187369,6.106221547799697,264.5378580093384,0.4014231532766895
Credit,RandomForest,delete,tlps,659,RobX,0.55,1.0,0.9984825493171472,8.18959840412837,0.4806232269521779,6.109256449165402,264.5378580093384,0.4014231532766895
Credit,RandomForest,delete,tlps,659,RobX,0.575,1.0,1.0,8.83531876708531,0.47477084191146596,6.168437025796662,264.5378580093384,0.4014231532766895
Credit,RandomForest,delete,tlps,659,RobX,0.6,1.0,1.0,9.525355678185987,0.46864409465429585,6.408194233687406,264.5378580093384,0.4014231532766895
Credit,RandomForest,delete,tlps,659,BetaRobust,0.7,1.0,0.9620637329286799,1.2606800148691362,0.4937720613157183,1.2003034901365706,253.78784608840942,0.3851105403466
Credit,RandomForest,delete,tlps,659,BetaRobust,0.75,1.0,0.9726858877086495,1.2825192121759308,0.4935004899516295,1.1987860394537178,253.78784608840942,0.3851105403466
Credit,RandomForest,delete,tlps,659,BetaRobust,0.8,1.0,0.9772382397572079,1.29840532498521,0.49303468413107626,1.2018209408194234,253.78784608840942,0.3851105403466
Credit,RandomForest,delete,tlps,659,BetaRobust,0.85,1.0,0.9848254931714719,1.3156487868258404,0.4923052896856388,1.1942336874051593,253.78784608840942,0.3851105403466
Credit,RandomForest,delete,tlps,659,BetaRobust,0.9,1.0,0.9908952959028832,1.3545291138925117,0.4909273509097646,1.2063732928679818,253.78784608840942,0.3851105403466
Credit,RandomForest,delete,tlps,659,DiRARTE-W,0.1,1.0,0.9514415781487102,1.3238677636840164,0.4943683048703688,1.2003034901365703,46.02025818824768,0.06983347221281894
Credit,RandomForest,delete,tlps,659,DiRARTE-W,0.2,1.0,0.9984825493171472,1.4925933902813802,0.49271918557463923,1.25948406676783,46.02025818824768,0.06983347221281894
Credit,RandomForest,delete,tlps,659,DiRARTE-W,0.3,1.0,1.0,1.637456449193894,0.4923498493833742,1.3004552352048557,46.02025818824768,0.06983347221281894
Credit,RandomForest,delete,tlps,659,DiRARTE-W,0.4,1.0,1.0,1.8853529017995232,0.49402538835091236,1.4734446130500758,46.02025818824768,0.06983347221281894
Credit,RandomForest,delete,tlps,659,DiRARTE-W,0.5,1.0,1.0,2.280360858845425,0.498914434631374,1.769347496206373,46.02025818824768,0.06983347221281894
Credit,RandomForest,delete,tlps,659,DiRARTE-X,0.04,1.0,0.9954476479514416,1.4210535468827832,0.48223109343619874,1.235204855842185,50.04624891281128,0.07594271458696704
Credit,RandomForest,delete,tlps,659,DiRARTE-X,0.08,1.0,1.0,1.5251590210622177,0.4808470441079023,1.2336874051593323,50.04624891281128,0.07594271458696704
Credit,RandomForest,delete,tlps,659,DiRARTE-X,0.12,1.0,1.0,1.6304536029179624,0.4796154146088642,1.251896813353566,50.04624891281128,0.07594271458696704
Credit,RandomForest,delete,tlps,659,DiRARTE-X,0.16,1.0,1.0,1.735448611919366,0.47853862804672764,1.285280728376328,50.04624891281128,0.07594271458696704
Credit,RandomForest,delete,tlps,659,DiRARTE-X,0.2,1.0,1.0,1.8320325742180459,0.47664840503726047,1.291350531107739,50.04624891281128,0.07594271458696704
Credit,RandomForest,delete,tlps,654,Baseline,0.0,1.0,0.6941896024464832,1.1188289421259217,0.516064959086039,1.267584097859327,43.744225025177,0.0668871942280994
Credit,RandomForest,delete,tlps,654,RobX,0.5,1.0,0.8593272171253823,7.357698358037933,0.4973524592764243,6.077981651376147,259.31194972991943,0.39650145218642113
Credit,RandomForest,delete,tlps,654,RobX,0.525,1.0,0.981651376146789,8.12636776088189,0.4894440363629455,6.110091743119266,259.31194972991943,0.39650145218642113
Credit,RandomForest,delete,tlps,654,RobX,0.55,1.0,0.9969418960244648,8.74959370155378,0.48270374690765855,6.117737003058105,259.31194972991943,0.39650145218642113
Credit,RandomForest,delete,tlps,654,RobX,0.575,1.0,1.0,9.468296241586266,0.47692187287920734,6.333333333333333,259.31194972991943,0.39650145218642113
Credit,RandomForest,delete,tlps,654,RobX,0.6,0.9984709480122325,0.9984709480122325,10.138624453992405,0.47251569816097905,6.468606431852986,259.31194972991943,0.39650145218642113
Credit,RandomForest,delete,tlps,654,BetaRobust,0.7,1.0,0.9311926605504587,1.294917225612647,0.4863777074872326,1.1758409785932722,252.24104499816895,0.3856896712510228
Credit,RandomForest,delete,tlps,654,BetaRobust,0.75,1.0,0.963302752293578,1.329511950452922,0.48366792011434245,1.1636085626911314,252.24104499816895,0.3856896712510228
Credit,RandomForest,delete,tlps,654,BetaRobust,0.8,1.0,0.9785932721712538,1.3457679503701587,0.4824656545391259,1.1452599388379205,252.24104499816895,0.3856896712510228
Credit,RandomForest,delete,tlps,654,BetaRobust,0.85,1.0,0.9877675840978594,1.3665154298936495,0.48127708665100133,1.140672782874618,252.24104499816895,0.3856896712510228
Credit,RandomForest,delete,tlps,654,BetaRobust,0.9,1.0,0.9923547400611621,1.4007257412291352,0.48092841545923626,1.1529051987767585,252.24104499816895,0.3856896712510228
Credit,RandomForest,delete,tlps,654,DiRARTE-W,0.1,1.0,0.918960244648318,1.3002514728583068,0.5014136139164169,1.2217125382262997,45.45380997657776,0.06950123849629626
Credit,RandomForest,delete,tlps,654,DiRARTE-W,0.2,1.0,0.9801223241590215,1.460996991513451,0.49760665358656075,1.2629969418960245,45.45380997657776,0.06950123849629626
Credit,RandomForest,delete,tlps,654,DiRARTE-W,0.3,1.0,0.9969418960244648,1.708972941412878,0.4971594814992781,1.4143730886850152,45.45380997657776,0.06950123849629626
Credit,RandomForest,delete,tlps,654,DiRARTE-W,0.4,1.0,1.0,2.0103435386690025,0.4970443639596842,1.5688073394495414,45.45380997657776,0.06950123849629626
Credit,RandomForest,delete,tlps,654,DiRARTE-W,0.5,1.0,1.0,2.4106401091226255,0.4963050584178853,1.7048929663608563,45.45380997657776,0.06950123849629626
Credit,RandomForest,delete,tlps,654,DiRARTE-X,0.04,1.0,0.9740061162079511,1.4157802843333867,0.4959281885610617,1.235474006116208,49.450685024261475,0.0756126682328157
Credit,RandomForest,delete,tlps,654,DiRARTE-X,0.08,1.0,0.9892966360856269,1.5679494126672566,0.49349842447428205,1.3073394495412844,49.450685024261475,0.0756126682328157
Credit,RandomForest,delete,tlps,654,DiRARTE-X,0.12,1.0,0.9984709480122325,1.6967755213957967,0.49129590586279415,1.3501529051987768,49.450685024261475,0.0756126682328157
Credit,RandomForest,delete,tlps,654,DiRARTE-X,0.16,1.0,1.0,1.824260303030037,0.48917224312557217,1.3409785932721712,49.450685024261475,0.0756126682328157
Credit,RandomForest,delete,tlps,654,DiRARTE-X,0.2,1.0,1.0,1.937810516135842,0.4872991804950732,1.3302752293577982,49.450685024261475,0.0756126682328157
Credit,RandomForest,delete,tlps,588,Baseline,0.0,1.0,0.6564625850340136,1.0642056682529115,0.5151748973523477,1.391156462585034,41.929110050201416,0.07130801028945818
Credit,RandomForest,delete,tlps,588,RobX,0.5,1.0,0.9030612244897959,6.718646976279702,0.5007675083134009,6.204081632653062,228.19860792160034,0.38809287061496656
Credit,RandomForest,delete,tlps,588,RobX,0.525,1.0,0.9863945578231292,7.717438099558073,0.4892640173487488,6.183673469387755,228.19860792160034,0.38809287061496656
Credit,RandomForest,delete,tlps,588,RobX,0.55,1.0,0.9982993197278912,8.579141689986804,0.48293295438685857,6.350340136054423,228.19860792160034,0.38809287061496656
Credit,RandomForest,delete,tlps,588,RobX,0.575,1.0,1.0,9.476821766048033,0.477892372874343,6.670068027210885,228.19860792160034,0.38809287061496656
Credit,RandomForest,delete,tlps,588,RobX,0.6,1.0,1.0,9.917591208272514,0.47386524695114574,6.770408163265306,228.19860792160034,0.38809287061496656
Credit,RandomForest,delete,tlps,588,BetaRobust,0.7,1.0,0.9183673469387755,1.252837019940826,0.49801736316147294,1.3197278911564625,247.4288158416748,0.4207973058531884
Credit,RandomForest,delete,tlps,588,BetaRobust,0.75,1.0,0.9438775510204082,1.296358101788218,0.4951705551149707,1.304421768707483,247.4288158416748,0.4207973058531884
Credit,RandomForest,delete,tlps,588,BetaRobust,0.8,1.0,0.9540816326530612,1.3161894296634744,0.49393029007250316,1.2891156462585034,247.4288158416748,0.4207973058531884
Credit,RandomForest,delete,tlps,588,BetaRobust,0.85,1.0,0.9744897959183674,1.34386148773703,0.49250993261786635,1.2925170068027212,247.4288158416748,0.4207973058531884
Credit,RandomForest,delete,tlps,588,BetaRobust,0.9,1.0,0.9812925170068028,1.3830402167669353,0.4895456965115555,1.2636054421768708,247.4288158416748,0.4207973058531884
Credit,RandomForest,delete,tlps,588,DiRARTE-W,0.1,1.0,0.9030612244897959,1.3183229099735319,0.4952943877487132,1.3758503401360542,43.52698087692261,0.07402547768184117
Credit,RandomForest,delete,tlps,588,DiRARTE-W,0.2,1.0,0.9846938775510204,1.5068184294028915,0.4879004694345773,1.2993197278911566,43.52698087692261,0.07402547768184117
Credit,RandomForest,delete,tlps,588,DiRARTE-W,0.3,1.0,0.9965986394557823,1.7035252368084168,0.48547348123543377,1.3333333333333335,43.52698087692261,0.07402547768184117
Credit,RandomForest,delete,tlps,588,DiRARTE-W,0.4,1.0,0.9982993197278912,1.890651247869171,0.48489292197247835,1.3401360544217686,43.52698087692261,0.07402547768184117
Credit,RandomForest,delete,tlps,588,DiRARTE-W,0.5,1.0,0.9982993197278912,2.0384699600740306,0.4841802875968631,1.3605442176870748,43.52698087692261,0.07402547768184117
Credit,RandomForest,delete,tlps,588,DiRARTE-X,0.04,1.0,0.9761904761904762,1.3968000944291452,0.5000736940527899,1.251700680272109,48.055471897125244,0.08172699302232185
Credit,RandomForest,delete,tlps,588,DiRARTE-X,0.08,1.0,0.9931972789115646,1.4918585147461725,0.4952177266020232,1.227891156462585,48.055471897125244,0.08172699302232185
Credit,RandomForest,delete,tlps,588,DiRARTE-X,0.12,1.0,0.9965986394557823,1.5616271677582938,0.49358017734076093,1.2448979591836735,48.055471897125244,0.08172699302232185
Credit,RandomForest,delete,tlps,588,DiRARTE-X,0.16,1.0,0.9965986394557823,1.6191133953841668,0.4934016929222853,1.2568027210884354,48.055471897125244,0.08172699302232185
Credit,RandomForest,delete,tlps,588,DiRARTE-X,0.2,1.0,0.9982993197278912,1.6896345861109303,0.4934004719820967,1.2993197278911564,48.055471897125244,0.08172699302232185
Credit,RandomForest,delete,tlps,636,Baseline,0.0,1.0,0.8081761006289309,1.124995168324465,0.5066796868243977,1.2908805031446542,39.97120118141174,0.062847800599704
Credit,RandomForest,delete,tlps,636,RobX,0.5,1.0,0.9198113207547169,6.345779742192577,0.49174414617272955,5.951257861635219,242.86534881591797,0.38186375599987105
Credit,RandomForest,delete,tlps,636,RobX,0.525,1.0,0.9827044025157232,7.057405385659226,0.4832308193693025,5.918238993710692,242.86534881591797,0.38186375599987105
Credit,RandomForest,delete,tlps,636,RobX,0.55,1.0,1.0,7.695179941568563,0.4765267593090454,6.023584905660377,242.86534881591797,0.38186375599987105
Credit,RandomForest,delete,tlps,636,RobX,0.575,0.9968553459119497,0.9968553459119497,8.412883176871471,0.472374601551906,6.356466876971609,242.86534881591797,0.38186375599987105
Credit,RandomForest,delete,tlps,636,RobX,0.6,0.9968553459119497,0.9968553459119497,9.242543937206822,0.4662615412324158,6.5394321766561525,242.86534881591797,0.38186375599987105
Credit,RandomForest,delete,tlps,636,BetaRobust,0.7,1.0,0.9638364779874213,1.2682393964339462,0.48672763441043576,1.1965408805031446,226.8736288547516,0.3567195422244522
Credit,RandomForest,delete,tlps,636,BetaRobust,0.75,1.0,0.9716981132075472,1.3042959275373056,0.48424127958197893,1.1666666666666665,226.8736288547516,0.3567195422244522
Credit,RandomForest,delete,tlps,636,BetaRobust,0.8,1.0,0.9795597484276729,1.322585423605907,0.48297871826637995,1.1650943396226414,226.8736288547516,0.3567195422244522
Credit,RandomForest,delete,tlps,636,BetaRobust,0.85,1.0,0.9889937106918238,1.3516127222136616,0.4816676061775957,1.1682389937106918,226.8736288547516,0.3567195422244522
Credit,RandomForest,delete,tlps,636,BetaRobust,0.9,1.0,0.9937106918238994,1.4012950089143716,0.4799196877995859,1.1525157232704402,226.8736288547516,0.3567195422244522
Credit,RandomForest,delete,tlps,636,DiRARTE-W,0.1,1.0,0.9622641509433962,1.3151526405193898,0.495229863744395,1.257861635220126,43.02548003196716,0.06765012583642635
Credit,RandomForest,delete,tlps,636,DiRARTE-W,0.2,1.0,0.9937106918238994,1.4864616424289383,0.4906591250838293,1.2279874213836477,43.02548003196716,0.06765012583642635
Credit,RandomForest,delete,tlps,636,DiRARTE-W,0.3,1.0,1.0,1.6701402549027247,0.49089451540859314,1.300314465408805,43.02548003196716,0.06765012583642635
Credit,RandomForest,delete,tlps,636,DiRARTE-W,0.4,1.0,1.0,1.9190693222615591,0.4944580305459678,1.457547169811321,43.02548003196716,0.06765012583642635
Credit,RandomForest,delete,tlps,636,DiRARTE-W,0.5,1.0,1.0,2.2945314048113556,0.49671968231908675,1.6682389937106918,43.02548003196716,0.06765012583642635
Credit,RandomForest,delete,tlps,636,DiRARTE-X,0.04,1.0,0.9827044025157232,1.3811077889977657,0.49863528772270616,1.1949685534591195,45.619778871536255,0.07172921206216393
Credit,RandomForest,delete,tlps,636,DiRARTE-X,0.08,1.0,1.0,1.4712096843974602,0.4972446190218464,1.2185534591194969,45.619778871536255,0.07172921206216393
Credit,RandomForest,delete,tlps,636,DiRARTE-X,0.12,1.0,0.9984276729559748,1.5652072790669465,0.4965897895085467,1.248427672955975,45.619778871536255,0.07172921206216393
Credit,RandomForest,delete,tlps,636,DiRARTE-X,0.16,1.0,1.0,1.690172572469046,0.49640037897574146,1.3160377358490565,45.619778871536255,0.07172921206216393
Credit,RandomForest,delete,tlps,636,DiRARTE-X,0.2,1.0,1.0,1.7968183262147202,0.4955200066429582,1.3474842767295598,45.619778871536255,0.07172921206216393
Credit,RandomForest,delete,tlps,664,Baseline,0.0,1.0,0.6716867469879518,1.2054948223425728,0.498300670059086,1.2605421686746987,46.74577021598816,0.07040025634937976
Credit,RandomForest,delete,tlps,664,RobX,0.5,1.0,0.9141566265060241,6.86687163458241,0.4995548959983818,5.938253012048192,272.48027324676514,0.4103618572993451
Credit,RandomForest,delete,tlps,664,RobX,0.525,1.0,0.9789156626506024,7.427494319812159,0.49099855640043005,6.021084337349397,272.48027324676514,0.4103618572993451
Credit,RandomForest,delete,tlps,664,RobX,0.55,1.0,0.9969879518072289,8.068454674384464,0.48380997369279993,6.057228915662651,272.48027324676514,0.4103618572993451
Credit,RandomForest,delete,tlps,664,RobX,0.575,1.0,1.0,9.01398457693683,0.47943246306377746,6.337349397590362,272.48027324676514,0.4103618572993451
Credit,RandomForest,delete,tlps,664,RobX,0.6,0.9984939759036144,0.9984939759036144,9.846479984928676,0.4723694346517764,6.577677224736048,272.48027324676514,0.4103618572993451
Credit,RandomForest,delete,tlps,664,BetaRobust,0.7,1.0,0.9216867469879518,1.318664429235973,0.4930099602262467,1.1716867469879517,265.40659499168396,0.3997087273971144
Credit,RandomForest,delete,tlps,664,BetaRobust,0.75,1.0,0.9563253012048193,1.3513077692934985,0.4919830492258154,1.1731927710843375,265.40659499168396,0.3997087273971144
Credit,RandomForest,delete,tlps,664,BetaRobust,0.8,1.0,0.9774096385542169,1.3699503763987284,0.4904349950223582,1.1566265060240963,265.40659499168396,0.3997087273971144
Credit,RandomForest,delete,tlps,664,BetaRobust,0.85,1.0,0.9864457831325302,1.4020214520780017,0.48968421145746105,1.1506024096385543,265.40659499168396,0.3997087273971144
Credit,RandomForest,delete,tlps,664,BetaRobust,0.9,1.0,0.9969879518072289,1.4585612123904,0.4880639544044908,1.1355421686746987,265.40659499168396,0.3997087273971144
Credit,RandomForest,delete,tlps,664,DiRARTE-W,0.1,1.0,0.9126506024096386,1.401596699976508,0.49507091405424974,1.2515060240963856,49.05379915237427,0.07387620354273233
Credit,RandomForest,delete,tlps,664,DiRARTE-W,0.2,1.0,0.9879518072289156,1.5887526376578003,0.4918576071258476,1.2530120481927711,49.05379915237427,0.07387620354273233
Credit,RandomForest,delete,tlps,664,DiRARTE-W,0.3,1.0,1.0,1.7947254720202466,0.49162870969510203,1.4126506024096384,49.05379915237427,0.07387620354273233
Credit,RandomForest,delete,tlps,664,DiRARTE-W,0.4,1.0,1.0,2.1168335179184368,0.4944198758551486,1.5948795180722892,49.05379915237427,0.07387620354273233
Credit,RandomForest,delete,tlps,664,DiRARTE-W,0.5,1.0,1.0,2.5311406997739625,0.4949941564356543,1.7545180722891565,49.05379915237427,0.07387620354273233
Credit,RandomForest,delete,tlps,664,DiRARTE-X,0.04,1.0,0.9774096385542169,1.4875785492836808,0.4945212607359236,1.2213855421686746,53.88569688796997,0.0811531579638102
Credit,RandomForest,delete,tlps,664,DiRARTE-X,0.08,1.0,0.9954819277108434,1.6201448943759602,0.49269761631515496,1.2740963855421688,53.88569688796997,0.0811531579638102
Credit,RandomForest,delete,tlps,664,DiRARTE-X,0.12,1.0,1.0,1.7774466664381419,0.4930676835552189,1.3147590361445782,53.88569688796997,0.0811531579638102
Credit,RandomForest,delete,tlps,664,DiRARTE-X,0.16,1.0,1.0,1.9207069105817047,0.49354774684875746,1.4156626506024095,53.88569688796997,0.0811531579638102
Credit,RandomForest,delete,tlps,664,DiRARTE-X,0.2,1.0,1.0,2.0591694588969407,0.49129412076267803,1.4322289156626504,53.88569688796997,0.0811531579638102
Credit,RandomForest,delete,tlps,621,Baseline,0.0,1.0,0.8856682769726248,1.2793617999069276,0.4878866740852484,1.21256038647343,42.182843923568726,0.06792728490107686
Credit,RandomForest,delete,tlps,621,RobX,0.5,1.0,0.9774557165861514,6.502108781166421,0.4883403056319612,5.813204508856683,246.8727297782898,0.3975406276623024
Credit,RandomForest,delete,tlps,621,RobX,0.525,1.0,0.9935587761674718,7.2055503214653776,0.4833142986232862,5.8631239935587764,246.8727297782898,0.3975406276623024
Credit,RandomForest,delete,tlps,621,RobX,0.55,1.0,0.998389694041868,7.665807029795212,0.47847775678816173,5.869565217391305,246.8727297782898,0.3975406276623024
Credit,RandomForest,delete,tlps,621,RobX,0.575,1.0,1.0,8.453530227496234,0.4746239647108873,6.120772946859903,246.8727297782898,0.3975406276623024
Credit,RandomForest,delete,tlps,621,RobX,0.6,1.0,1.0,9.014705371063176,0.46911599482707605,6.278582930756844,246.8727297782898,0.3975406276623024
Credit,RandomForest,delete,tlps,621,BetaRobust,0.7,1.0,0.966183574879227,1.3390196403443146,0.4968524201141449,1.1980676328502415,231.08405232429504,0.37211602628710955
Credit,RandomForest,delete,tlps,621,BetaRobust,0.75,1.0,0.9855072463768116,1.357763918577927,0.49566166276181695,1.1739130434782608,231.08405232429504,0.37211602628710955
Credit,RandomForest,delete,tlps,621,BetaRobust,0.8,1.0,0.9871175523349437,1.378819169160579,0.49448223092506033,1.1513687600644122,231.08405232429504,0.37211602628710955
Credit,RandomForest,delete,tlps,621,BetaRobust,0.85,1.0,0.9935587761674718,1.4092873377308635,0.49347827723693155,1.1545893719806763,231.08405232429504,0.37211602628710955
Credit,RandomForest,delete,tlps,621,BetaRobust,0.9,1.0,1.0,1.459243246325834,0.49259274026799044,1.1755233494363928,231.08405232429504,0.37211602628710955
Credit,RandomForest,delete,tlps,621,DiRARTE-W,0.1,1.0,0.9903381642512077,1.4356371342821383,0.48866146795997845,1.1948470209339774,44.72630715370178,0.07202303889484989
